27,어이구내지갑,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 003 스트레인저,,5.0,2022-09-18,3.0,2.0,3.0,1.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
28,콩리브영,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 003 스트레인저,TOP 428,4.0,2022-09-18,2.0,2.0,2.0,2.0,0,복합성,가을웜톤,각질,모공,0,무지개맨션,18000,최고,1064,4.7
29,Kimdan,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 009 퍼셉션,,5.0,2022-09-06,3.0,3.0,3.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
30,체리브영,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 010 언던,TOP 296,4.0,2022-08-31,2.0,2.0,2.0,1.0,0,,,,,1,무지개맨션,18000,최고,1064,4.7
31,딜라이트,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 010 언던,,4.0,2022-08-28,2.0,2.0,3.0,1.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
32,markly,[NEW] 무지개맨션 오브제 리퀴드,,,5.0,2022-08-26,3.0,3.0,3.0,1.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
33,민들,[NEW] 무지개맨션 오브제 리퀴드,,TOP 342,5.0,2022-08-25,3.0,2.0,3.0,2.0,1,복합성,웜톤,모공,민감성,0,무지개맨션,18000,최고,1064,4.7
34,피터래빗,[NEW] 무지개맨션 오브제 리퀴드,,,5.0,2022-08-25,3.0,1.0,3.0,1.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
35,검은장미,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 005 스터닝,,4.0,2022-10-15,3.0,3.0,3.0,1.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
36,별의낮잠,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 009 퍼셉션,,5.0,2022-10-01,2.0,2.0,2.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
37,콩나무리,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 002시퀀스,,4.0,2022-09-05,2.0,3.0,2.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
38,dbqls****,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 003 스트레인저,TOP 842,5.0,2022-09-05,3.0,2.0,3.0,2.0,0,건성,쿨톤,각질,탄력,0,무지개맨션,18000,최고,1064,4.7
39,유진찌,[NEW] 무지개맨션 오브제 리퀴드,,,5.0,2022-09-01,3.0,3.0,3.0,2.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
40,ssongcream,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 002시퀀스,,5.0,2022-08-27,3.0,2.0,3.0,1.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
41,러브굿,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 007 칠린,,5.0,2022-08-21,3.0,2.0,2.0,1.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
42,ansdud4****,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 009 퍼셉션,TOP 1298,5.0,2022-08-18,3.0,3.0,3.0,2.0,0,지성,가을웜톤,모공,트러블,0,무지개맨션,18000,최고,1064,4.7
43,캐치유캐치미,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 002시퀀스,,5.0,2022-10-16,2.0,2.0,3.0,3.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
44,요니이,[NEW] 무지개맨션 오브제 리퀴드,,TOP 1057,5.0,2022-09-10,3.0,3.0,3.0,3.0,1,지성,웜톤,모공,트러블,0,무지개맨션,18000,최고,1064,4.7
45,으쌰,[NEW] 무지개맨션 오브제 리퀴드,,,5.0,2022-09-07,3.0,3.0,3.0,1.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
46,미즈옹,[NEW] 무지개맨션 오브제 리퀴드,,TOP 375,5.0,2022-08-31,3.0,3.0,3.0,2.0,1,지성,가을웜톤,모공,트러블,0,무지개맨션,18000,최고,1064,4.7
47,hyeio,[NEW] 무지개맨션 오브제 리퀴드,,,5.0,2022-08-31,2.0,2.0,2.0,1.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
48,코덕축덕,[NEW] 무지개맨션 오브제 리퀴드,,TOP 1189,5.0,2022-08-30,3.0,3.0,3.0,2.0,1,복합성,웜톤,각질,모공,0,무지개맨션,18000,최고,1064,4.7
49,검은장미,[NEW] 무지개맨션 오브제 리퀴드,,,5.0,2022-08-29,3.0,2.0,3.0,1.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
50,꾸기,[NEW] 무지개맨션 오브제 리퀴드,,,5.0,2022-08-28,3.0,2.0,3.0,1.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
51,올리브영마니아,[NEW] 무지개맨션 오브제 리퀴드,,TOP 269,5.0,2022-08-28,3.0,2.0,3.0,2.0,1,건성,봄웜톤,민감성,잡티,0,무지개맨션,18000,최고,1064,4.7
52,갓지,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 002시퀀스,,4.0,2022-08-07,3.0,2.0,2.0,1.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
53,야비도리,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 009 퍼셉션,TOP 683,5.0,2022-07-15,3.0,3.0,3.0,2.0,0,복합성,가을웜톤,각질,다크서클,0,무지개맨션,18000,최고,1064,4.7
54,ssongcream,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 002시퀀스,,4.0,2022-10-10,2.0,2.0,2.0,3.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
55,체리브영,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 001 베얼리,TOP 173,4.0,2022-10-02,3.0,3.0,3.0,1.0,0,복합성,민감성,트러블,,0,무지개맨션,18000,최고,1064,4.7
56,행복바라기,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 010 언던,,5.0,2022-10-01,3.0,3.0,3.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
57,행복바라기,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 008 도미넌트,,5.0,2022-10-01,3.0,3.0,3.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
58,행복바라기,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 007 칠린,TOP 342,5.0,2022-10-01,3.0,3.0,3.0,2.0,0,복합성,웜톤,모공,민감성,0,무지개맨션,18000,최고,1064,4.7
59,빤짝이,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 004 어펙션,,5.0,2022-09-25,3.0,3.0,3.0,3.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
60,플랑플랑,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 009 퍼셉션,,5.0,2022-09-25,3.0,3.0,3.0,3.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
61,올리뷰,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 003 스트레인저,,5.0,2022-09-25,2.0,1.0,3.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
62,코덕이최고야,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 002시퀀스,TOP 571,4.0,2022-09-24,3.0,2.0,2.0,2.0,0,복합성,웜톤,민감성,트러블,0,무지개맨션,18000,최고,1064,4.7
63,올라뷰,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 002시퀀스,,5.0,2022-09-18,3.0,3.0,3.0,3.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
64,갓지,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 001 베얼리,TOP 657,5.0,2022-09-17,3.0,2.0,3.0,2.0,0,지성,웜톤,모공,민감성,0,무지개맨션,18000,최고,1064,4.7
65,누룽지는바비브라운,[NEW] 무지개맨션 오브제 리퀴드,,,4.0,2022-09-11,3.0,2.0,3.0,1.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
66,YoungLifee,[NEW] 무지개맨션 오브제 리퀴드,,,5.0,2022-09-01,3.0,2.0,3.0,2.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
67,nuuur1,[NEW] 무지개맨션 오브제 리퀴드,,,5.0,2022-08-30,3.0,3.0,3.0,3.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
68,춘시기,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 014 텐션,,5.0,2022-10-14,3.0,2.0,3.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
69,glossygoddess,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 009 퍼셉션,TOP 728,5.0,2022-10-11,2.0,2.0,2.0,2.0,0,건성,웜톤,민감성,블랙헤드,0,무지개맨션,18000,최고,1064,4.7
70,플랑플랑,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 010 언던,,5.0,2022-10-05,3.0,3.0,3.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
71,집나간사자,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 002시퀀스,TOP 395,5.0,2022-10-03,3.0,3.0,3.0,2.0,0,복합성,웜톤,트러블,,0,무지개맨션,18000,최고,1064,4.7
72,솔잎sb,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 002시퀀스,,5.0,2022-10-03,3.0,3.0,3.0,1.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
73,체리브영,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 010 언던,TOP 246,4.0,2022-10-02,3.0,3.0,3.0,1.0,0,건성,웜톤,다크서클,잡티,0,무지개맨션,18000,최고,1064,4.7
74,썽2쓰,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 010 언던,,5.0,2022-10-01,3.0,3.0,3.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
75,ㅇㅇㅁㅇㅇ,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 001 베얼리,TOP 268,5.0,2022-10-01,3.0,3.0,3.0,1.0,0,약건성,웜톤,각질,다크서클,0,무지개맨션,18000,최고,1064,4.7
76,말랑말랑삼식이,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 003 스트레인저,,4.0,2022-09-29,3.0,3.0,2.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
77,메메메,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 009 퍼셉션,TOP 173,5.0,2022-09-29,3.0,2.0,3.0,1.0,0,복합성,민감성,트러블,,0,무지개맨션,18000,최고,1064,4.7
78,비가개인뒤,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 009 퍼셉션,,5.0,2022-09-24,3.0,2.0,3.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
79,이디,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 008 도미넌트,TOP 25,4.0,2022-09-22,2.0,1.0,3.0,2.0,0,건성,봄웜톤,아토피,주름,0,무지개맨션,18000,최고,1064,4.7
80,멍멍꿀,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 001 베얼리,,5.0,2022-09-22,3.0,3.0,3.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
81,hio9090,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 004 어펙션,TOP 65,5.0,2022-09-21,3.0,2.0,1.0,1.0,0,,,,,1,무지개맨션,18000,최고,1064,4.7
82,코코바닐라,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 003 스트레인저,TOP 395,4.0,2022-09-20,3.0,2.0,3.0,2.0,0,,,,,1,무지개맨션,18000,최고,1064,4.7
83,코덕이최고야,[NEW] 무지개맨션 오브제 리퀴드,,,5.0,2022-09-11,3.0,2.0,3.0,1.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
84,삼겹돼지김치찜,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 003 스트레인저,TOP 571,5.0,2022-09-11,2.0,2.0,2.0,2.0,0,복합성,웜톤,민감성,트러블,0,무지개맨션,18000,최고,1064,4.7
85,누데,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 009 퍼셉션,,5.0,2022-09-10,3.0,1.0,2.0,1.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
86,솔직후기,[NEW] 무지개맨션 오브제 리퀴드,,TOP 375,5.0,2022-09-10,3.0,3.0,3.0,2.0,1,지성,가을웜톤,모공,트러블,0,무지개맨션,18000,최고,1064,4.7
87,영아일해라,[NEW] 무지개맨션 오브제 리퀴드,,,5.0,2022-09-09,2.0,2.0,2.0,1.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
88,hoii,[NEW] 무지개맨션 오브제 리퀴드,[옵션] 009 퍼셉션,,5.0,2022-09-09,3.0,2.0,3.0,2.0,0,,,,,0,무지개맨션,18000,최고,1064,4.7
89,푸룬하늘은하수,[NEW] 무지개맨션 오브제 리퀴드,,,4.0,2022-09-08,3.0,1.0,3.0,1.0,1,,,,,0,무지개맨션,18000,최고,1064,4.7
90,코덕인생,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,,5.0,2022-07-01,3.0,2.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
91,Zen,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 베리 베리 핑크,,4.0,2021-07-31,3.0,1.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
92,몽캔디,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,TOP 695,5.0,2021-04-07,3.0,2.0,3.0,3.0,0,복합성,쿨톤,미백,블랙헤드,0,롬앤,8400,최고,25698,4.7
93,honeydewbbt,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]누카다미아,,5.0,2022-10-06,3.0,2.0,3.0,2.0,0,,,,,0,롬앤,8400,최고,25698,4.7
94,forrest,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,TOP 296,4.0,2022-10-01,3.0,2.0,3.0,3.0,0,,,,,1,롬앤,8400,최고,25698,4.7
95,울라울라라올영,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 파파야 잼,,5.0,2022-09-12,3.0,2.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
96,Zen,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 피그피그,TOP 135,5.0,2021-10-17,3.0,3.0,3.0,3.0,0,,,,,1,롬앤,8400,최고,25698,4.7
97,요다,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]필링 앵두,TOP 395,5.0,2021-04-08,3.0,2.0,3.0,3.0,0,,,,,1,롬앤,8400,최고,25698,4.7
98,마스크팩성애자,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,TOP 1033,5.0,2021-04-08,3.0,2.0,3.0,3.0,0,복합성,겨울쿨톤,다크서클,모공,0,롬앤,8400,최고,25698,4.7
99,푸룬하늘은하수,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]필링 앵두,,5.0,2021-04-01,3.0,3.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
100,굠민,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 멀드 피치,TOP 506,4.0,2022-10-12,2.0,2.0,2.0,2.0,0,민감성,웜톤,모공,민감성,0,롬앤,8400,최고,25698,4.7
101,뽀뽀뽀,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 쥬쥬브,,5.0,2022-09-21,3.0,2.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
102,미즈옹,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,TOP 350,4.0,2022-03-03,3.0,1.0,3.0,2.0,0,건성,겨울쿨톤,블랙헤드,주름,0,롬앤,8400,최고,25698,4.7
103,요다,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,,5.0,2021-12-18,3.0,2.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
104,마스크팩성애자,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,,4.0,2021-04-15,2.0,2.0,3.0,2.0,0,,,,,0,롬앤,8400,최고,25698,4.7
105,오도,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,,5.0,2021-04-09,3.0,3.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
106,올영중독녀,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 파파야 잼,TOP 695,5.0,2022-10-09,3.0,3.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
107,엄준인마,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]누카다미아,,5.0,2022-09-25,3.0,2.0,3.0,2.0,0,,,,,1,롬앤,8400,최고,25698,4.7
108,세일조아,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,TOP 549,4.0,2022-08-10,2.0,2.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
109,몽캔디,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 애플브라운,,5.0,2022-07-19,3.0,3.0,3.0,3.0,0,지성,가을웜톤,모공,트러블,0,롬앤,8400,최고,25698,4.7
110,굠민,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 멀드 피치,TOP 375,4.0,2022-10-12,2.0,2.0,2.0,2.0,0,,,,,0,롬앤,8400,최고,25698,4.7
111,울라울라라올영,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,,5.0,2022-07-04,3.0,3.0,3.0,3.0,0,건성,웜톤,모공,민감성,0,롬앤,8400,최고,25698,4.7
112,맑은달,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,TOP 736,5.0,2021-12-07,3.0,3.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
113,gn4343,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 핑크 팝시클,,5.0,2021-08-10,3.0,3.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
114,혜결,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]필링 앵두,,4.0,2021-04-04,2.0,2.0,2.0,3.0,0,건성,미백,주름,,0,롬앤,8400,최고,25698,4.7
115,너구리Vv,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,TOP 444,4.0,2021-04-02,1.0,2.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
116,올영과함께라면,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]누카다미아,,5.0,2022-10-10,3.0,2.0,3.0,3.0,0,건성,쿨톤,각질,탄력,0,롬앤,8400,최고,25698,4.7
117,화장품좋아하는여자,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,TOP 842,5.0,2022-10-05,3.0,3.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
118,화장품좋아하는여자,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 피그피그,,5.0,2022-09-30,3.0,3.0,3.0,3.0,0,건성,여름쿨톤,각질,모공,0,롬앤,8400,최고,25698,4.7
119,미즈옹,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 쥬쥬브,TOP 582,5.0,2022-09-30,3.0,3.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
120,yepicture,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,,5.0,2022-09-07,3.0,2.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
121,츄펭,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,,4.0,2022-08-25,3.0,2.0,2.0,2.0,0,,,,,0,롬앤,8400,최고,25698,4.7
122,진화,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]누카다미아,,5.0,2022-07-20,2.0,2.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
123,시슬리,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,,5.0,2022-07-12,3.0,2.0,3.0,2.0,0,지성,가을웜톤,민감성,블랙헤드,0,롬앤,8400,최고,25698,4.7
124,시슬리,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,TOP 460,5.0,2022-07-05,3.0,1.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
125,맹두,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]필링 앵두,,5.0,2022-07-05,3.0,1.0,3.0,3.0,0,,,,,1,롬앤,8400,최고,25698,4.7
126,울라울라라올영,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 파파야 잼,TOP 438,5.0,2022-07-01,3.0,3.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
127,뮤온,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]누카다미아,,5.0,2021-12-03,3.0,3.0,3.0,3.0,0,지성,여름쿨톤,각질,잡티,0,롬앤,8400,최고,25698,4.7
128,마스크팩성애자,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 베리 베리 핑크,TOP 1099,5.0,2021-08-13,3.0,1.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
129,우루루까꿍,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 핑크 팝시클,,5.0,2021-08-01,3.0,3.0,3.0,3.0,0,지성,쿨톤,각질,잡티,0,롬앤,8400,최고,25698,4.7
130,kyne1,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 파파야 잼,TOP 175,5.0,2022-10-10,3.0,2.0,3.0,3.0,0,,,,,0,롬앤,8400,최고,25698,4.7
